exit_code: 0

stdout:
USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         514  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/31
root         515  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/32
root         516  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/33
root         517  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/34
root         518  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/35
root         519  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/36
root         520  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/37
root         521  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/38
root         522  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/39
root         523  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/40
root         524  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/41
root         525  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/42
root         526  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/43
root         527  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/44
root         528  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/45
root         529  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/46
root         530  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/47
root         531  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/48
root         532  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/49
root         533  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/50
root         534  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/51
root         535  0.0  0.0      0     0 ?        S     4월05   4:00  \_ [kswapd
root         536  0.0  0.0      0     0 ?        S     4월05   9:53  \_ [kswapd
root         555  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         561  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/66
root         562  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/67
root         563  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/68
root         564  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/69
root         568  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/84
root         622  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         623  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         624  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         628  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         629  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root         630  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         635  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         644  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         645  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         646  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         647  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         648  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         649  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         650  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         651  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         652  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         653  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         654  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         655  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         656  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         657  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         658  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         659  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         660  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         774  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         776  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root         815  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         817  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         819  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root         820  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root         824  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         825  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root         833  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         835  0.0  0.0      0     0 ?        I<    4월05   0:11  \_ [kworke
root         839  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         946  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         965  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root         970  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         972  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         974  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root         980  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root         982  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root         984  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root         986  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root         988  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root         989  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root         990  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root         993  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root         996  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root         997  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1005  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root        1006  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1007  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1008  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1009  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1010  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1013  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1014  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1016  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1018  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root        1019  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1021  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1027  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root        1035  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1072  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root        1083  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root        1089  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root        1090  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1093  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root        1095  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root        1098  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1101  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root        1104  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root        1106  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root        1109  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1111  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root        1114  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1119  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1120  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1122  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1125  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [scsi_e
root        1126  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1132  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1135  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [scsi_e
root        1136  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1137  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [scsi_e
root        1138  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1139  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [scsi_e
root        1140  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1141  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [scsi_e
root        1142  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1146  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1148  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1149  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [scsi_e
root        1150  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1151  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [scsi_e
root        1152  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1153  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [scsi_e
root        1154  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1155  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [scsi_e
root        1156  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1157  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [scsi_e
root        1158  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1160  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [scsi_e
root        1161  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1162  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [scsi_e
root        1163  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1179  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root        1211  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root        1212  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1220  0.0  0.0      0     0 ?        I<    4월05   0:01  \_ [kworke
root        1286  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1293  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1312  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1313  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1314  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1315  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1316  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1317  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1318  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1319  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1320  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1321  0.0  0.0      0     0 ?        S     4월05   1:50  \_ [xfsail
root        1500  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1548  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1550  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1551  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1552  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1553  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1563  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1564  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1565  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [xfsail
root        1575  0.0  0.0      0     0 ?        SN    4월05   0:00  \_ [kipmi0
root        1593  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1598  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1599  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1600  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1601  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1602  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1603  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1604  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root        1605  0.0  0.0      0     0 ?        S     4월05   0:47  \_ [xfsail
root        1839  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [nv_que
root        1840  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [nv_que
root        1841  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [nv_ope
root        1852  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [nv_ope
root        1853  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [nv_ope
root        1856  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [nvidia
root        1857  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [nvidia
root        1859  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/40
root        1860  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/40
root        1861  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/40
root        1862  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/40
root        1863  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/40
root        1864  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/41
root        1865  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [nvidia
root        1866  0.0  0.0      0     0 ?        S     4월05   0:11  \_ [nv_que
root        1948  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/41
root        1949  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/41
root        1950  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/41
root        1951  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/41
root        1952  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/41
root        1953  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/41
root        1954  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [nvidia
root        1955  0.0  0.0      0     0 ?        S     4월05   0:04  \_ [nv_que
root        1968  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/41
root        1969  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/41
root        1970  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/41
root        1971  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/42
root        1972  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/42
root        1973  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [irq/42
root        1974  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [nvidia
root        1975  0.0  0.0      0     0 ?        S     4월05   0:02  \_ [nv_que
root        1977  0.0  0.0      0     0 ?        S     4월05   0:11  \_ [UVM gl
root        1978  0.0  0.0      0     0 ?        S     4월05   0:00  \_ [UVM de
root        1979  0.0  0.0      0     0 ?        S     4월05   0:10  \_ [UVM To
root       55132  0.0  0.0      0     0 ?        I<    4월05   0:00  \_ [kworke
root     2309801  0.0  0.0      0     0 ?        I<    4월07   0:00  \_ [kworke
root      844205  0.0  0.0      0     0 ?        I<    4월15   0:00  \_ [kworke
root     1777902  0.0  0.0      0     0 ?        I     4월16   5:37  \_ [kworke
root      151896  0.0  0.0      0     0 ?        I     4월18   0:04  \_ [kworke
root      156010  0.0  0.0      0     0 ?        I     4월18   0:16  \_ [kworke
root      288537  0.0  0.0      0     0 ?        I     4월18   0:48  \_ [kworke
root     1980120  0.0  0.0      0     0 ?        I     4월19   0:03  \_ [kworke
root     2095344  0.0  0.0      0     0 ?        I     4월20   0:02  \_ [kworke
root     2553731  0.0  0.0      0     0 ?        I     4월20   0:02  \_ [kworke
root     4042211  0.0  0.0      0     0 ?        I     4월21   0:02  \_ [kworke
root     4121350  0.0  0.0      0     0 ?        I<    4월21   0:00  \_ [kworke
root     4121396  0.0  0.0      0     0 ?        I<    4월21   0:00  \_ [kworke
root      212408  0.0  0.0      0     0 ?        I     4월21   0:00  \_ [kworke
root      214123  0.0  0.0      0     0 ?        I     4월21   0:00  \_ [kworke
root      215502  0.0  0.0      0     0 ?        I     4월21   0:25  \_ [kworke
root      225187  0.0  0.0      0     0 ?        I     4월21   0:00  \_ [kworke
root      233247  0.0  0.0      0     0 ?        I     4월21   0:02  \_ [kworke
root      242727  0.0  0.0      0     0 ?        I     4월21   0:02  \_ [kworke
root      244339  0.0  0.0      0     0 ?        I     4월21   0:00  \_ [kworke
root      246591  0.0  0.0      0     0 ?        I     4월21   0:46  \_ [kworke
root      246621  0.0  0.0      0     0 ?        I     4월21   0:00  \_ [kworke
root      250260  0.0  0.0      0     0 ?        I     4월21   0:02  \_ [kworke
root      250829  0.0  0.0      0     0 ?        I     4월21   0:02  \_ [kworke
root      250862  0.0  0.0      0     0 ?        I     4월21   0:02  \_ [kworke
root      267079  0.0  0.0      0     0 ?        I     4월21   0:02  \_ [kworke
root      284189  0.0  0.0      0     0 ?        I     4월21   0:00  \_ [kworke
root      319812  0.0  0.0      0     0 ?        I     4월21   0:02  \_ [kworke
root      319967  0.0  0.0      0     0 ?        I     4월21   0:02  \_ [kworke
root      321985  0.0  0.0      0     0 ?        S     4월21   0:00  \_ [vidmem
root      321986  0.0  0.0      0     0 ?        S     4월21   0:00  \_ [UVM GP
root      321987  0.0  0.0      0     0 ?        S     4월21   0:00  \_ [UVM GP
root      327279  0.0  0.0      0     0 ?        I     4월21   0:01  \_ [kworke
root      327882  0.0  0.0      0     0 ?        I     4월21   0:02  \_ [kworke
root      327910  0.0  0.0      0     0 ?        I     4월21   0:02  \_ [kworke
root      327949  0.0  0.0      0     0 ?        I     4월21   0:02  \_ [kworke
root      328409  0.0  0.0      0     0 ?        I     4월21   0:00  \_ [kworke
root      328764  0.0  0.0      0     0 ?        I     4월21   0:00  \_ [kworke
root      329222  0.0  0.0      0     0 ?        I     4월21   0:01  \_ [kworke
root      329392  0.0  0.0      0     0 ?        S     4월21   0:00  \_ [vidmem
root      329393  0.0  0.0      0     0 ?        S     4월21   0:00  \_ [UVM GP
root      329394  0.0  0.0      0     0 ?        S     4월21   0:00  \_ [UVM GP
root      329395  0.0  0.0      0     0 ?        S     4월21   0:00  \_ [vidmem
root      329396  0.0  0.0      0     0 ?        S     4월21   0:00  \_ [UVM GP
root      329397  0.0  0.0      0     0 ?        S     4월21   0:00  \_ [UVM GP
root      329695  0.0  0.0      0     0 ?        I     4월21   0:00  \_ [kworke
root     2046027  0.0  0.0      0     0 ?        I     4월22   0:01  \_ [kworke
root     2077449  0.0  0.0      0     0 ?        I     4월22   0:00  \_ [kworke
root     2077954  0.0  0.0      0     0 ?        I     4월22   0:00  \_ [kworke
root     2078127  0.0  0.0      0     0 ?        I     4월22   0:01  \_ [kworke
root     2078219  0.0  0.0      0     0 ?        I     4월22   0:01  \_ [kworke
root     2078277  0.0  0.0      0     0 ?        I     4월22   0:01  \_ [kworke
root     2078326  0.0  0.0      0     0 ?        I     4월22   0:01  \_ [kworke
root     2078370  0.0  0.0      0     0 ?        I     4월22   0:01  \_ [kworke
root     2146874  0.0  0.0      0     0 ?        I     4월22   1:39  \_ [kworke
root     2218908  0.0  0.0      0     0 ?        I     4월22   0:01  \_ [kworke
root     2312043  0.0  0.0      0     0 ?        I     4월22   0:01  \_ [kworke
root     2446975  0.0  0.0      0     0 ?        I     4월22   0:00  \_ [kworke
root     2483581  0.0  0.0      0     0 ?        I     4월22   0:01  \_ [kworke
root     2501326  0.0  0.0      0     0 ?        I     4월23   0:00  \_ [kworke
root     2525994  0.0  0.0      0     0 ?        I     4월23   0:01  \_ [kworke
root     2722048  0.0  0.0      0     0 ?        I     4월23   0:00  \_ [kworke
root     2887503  0.0  0.0      0     0 ?        I     4월23   0:01  \_ [kworke
root     2892187  0.0  0.0      0     0 ?        I     4월23   0:01  \_ [kworke
root     2946895  0.0  0.0      0     0 ?        I     4월23   0:01  \_ [kworke
root     3128836  0.0  0.0      0     0 ?        I     4월23   0:00  \_ [kworke
root     3234482  0.0  0.0      0     0 ?        I     4월23   0:01  \_ [kworke
root     3549282  0.0  0.0      0     0 ?        I     4월23   0:00  \_ [kworke
root     3574645  0.0  0.0      0     0 ?        I     4월23   0:00  \_ [kworke
root     3608274  0.0  0.0      0     0 ?        I     4월23   0:00  \_ [kworke
root     3610543  0.0  0.0      0     0 ?        I     4월23   0:00  \_ [kworke
root     3650307  0.0  0.0      0     0 ?        I     4월23   0:00  \_ [kworke
root     3706989  0.0  0.0      0     0 ?        I     4월23   0:00  \_ [kworke
root     3789347  0.0  0.0      0     0 ?        I     4월24   0:35  \_ [kworke
root     3908395  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root     4158557  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root       47293  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      119060  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      142008  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      175052  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      175053  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      176321  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      214563  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      286452  0.0  0.0      0     0 ?        I     4월24   0:01  \_ [kworke
root      336793  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      408579  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      438007  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      512108  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      516670  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      516671  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      564960  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      596364  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      656765  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      678069  0.0  0.0      0     0 ?        I     4월24   0:01  \_ [kworke
root      696882  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      832295  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      862801  0.0  0.0      0     0 ?        I     4월24   0:00  \_ [kworke
root      885607  0.0  0.0      0     0 ?        I    00:09   0:00  \_ [kworker/
root      897400  0.0  0.0      0     0 ?        I    00:22   0:00  \_ [kworker/
root      943562  0.0  0.0      0     0 ?        I    01:14   0:00  \_ [kworker/
root      954892  0.0  0.0      0     0 ?        I    01:27   0:00  \_ [kworker/
root      973294  0.0  0.0      0     0 ?        I    01:48   0:00  \_ [kworker/
root     1038842  0.0  0.0      0     0 ?        I    03:02   0:00  \_ [kworker/
root     1046880  0.0  0.0      0     0 ?        I    03:11   0:00  \_ [kworker/
root     1129208  0.0  0.0      0     0 ?        I    04:44   0:01  \_ [kworker/
root     1145444  0.0  0.0      0     0 ?        I    05:02   0:00  \_ [kworker/
root     1163071  0.0  0.0      0     0 ?        I    05:22   0:00  \_ [kworker/
root     1191289  0.0  0.0      0     0 ?        I    05:54   0:00  \_ [kworker/
root     1198244  0.0  0.0      0     0 ?        I    06:01   0:00  \_ [kworker/
root     1222315  0.0  0.0      0     0 ?        I    06:29   0:00  \_ [kworker/
root     1254909  0.0  0.0      0     0 ?        I    07:05   0:00  \_ [kworker/
root     1264353  0.0  0.0      0     0 ?        I    07:16   0:00  \_ [kworker/
root     1289968  0.0  0.0      0     0 ?        I    07:45   0:00  \_ [kworker/
root     1342123  0.0  0.0      0     0 ?        I    08:43   0:00  \_ [kworker/
root     1351243  0.0  0.0      0     0 ?        I    08:53   0:00  \_ [kworker/
root     1353461  0.0  0.0      0     0 ?        I    08:53   0:00  \_ [kworker/
root     1356995  0.0  0.0      0     0 ?        I    08:57   0:01  \_ [kworker/
root     1361143  0.0  0.0      0     0 ?        I    09:02   0:00  \_ [kworker/
root     1364641  0.0  0.0      0     0 ?        I    09:06   0:00  \_ [kworker/
root     1371096  0.0  0.0      0     0 ?        I    09:12   0:00  \_ [kworker/
root     1375335  0.0  0.0      0     0 ?        I    09:17   0:00  \_ [kworker/
root     1379249  0.0  0.0      0     0 ?        I    09:21   0:00  \_ [kworker/
root     1383497  0.0  0.0      0     0 ?        I    09:25   0:00  \_ [kworker/
root     1387350  0.0  0.0      0     0 ?        I    09:28   0:00  \_ [kworker/
root     1394675  0.0  0.0      0     0 ?        I    09:36   0:00  \_ [kworker/
root     1402604  0.0  0.0      0     0 ?        I    09:45   0:00  \_ [kworker/
root     1404096  0.0  0.0      0     0 ?        I    09:46   0:00  \_ [kworker/
root     1412543  0.0  0.0      0     0 ?        I    09:54   0:00  \_ [kworker/
root     1414579  0.0  0.0      0     0 ?        I    09:56   0:00  \_ [kworker/
root     1414602  0.0  0.0      0     0 ?        I    09:56   0:00  \_ [kworker/
root     1414746  0.0  0.0      0     0 ?        I    09:56   0:00  \_ [kworker/
root     1414828  0.0  0.0      0     0 ?        I    09:56   0:00  \_ [kworker/
root     1416771  0.0  0.0      0     0 ?        I    09:58   0:00  \_ [kworker/
root     1416778  0.0  0.0      0     0 ?        I    09:58   0:00  \_ [kworker/
root     1416785  0.0  0.0      0     0 ?        I    09:58   0:00  \_ [kworker/
root     1416905  0.0  0.0      0     0 ?        I    09:58   0:00  \_ [kworker/
root     1417148  0.0  0.0      0     0 ?        I    09:58   0:10  \_ [kworker/
root     1423122  0.0  0.0      0     0 ?        I    10:04   0:00  \_ [kworker/
root     1423870  0.0  0.0      0     0 ?        I    10:05   0:00  \_ [kworker/
root     1424941  0.0  0.0      0     0 ?        I    10:06   0:00  \_ [kworker/
root     1435113  0.0  0.0      0     0 ?        I    10:16   0:00  \_ [kworker/
root     1438197  0.0  0.0      0     0 ?        I    10:20   0:00  \_ [kworker/
root     1457021  0.0  0.0      0     0 ?        I    10:41   0:00  \_ [kworker/
root     1497510  0.0  0.0      0     0 ?        I    11:27   0:00  \_ [kworker/
root     1536663  0.0  0.0      0     0 ?        I    12:10   0:00  \_ [kworker/
root     1540766  0.0  0.0      0     0 ?        I    12:14   0:00  \_ [kworker/
root     1565181  0.0  0.0      0     0 ?        I    12:42   0:00  \_ [kworker/
root     1581193  0.0  0.0      0     0 ?        I    13:00   0:00  \_ [kworker/
root     1612985  0.0  0.0      0     0 ?        I    13:35   0:00  \_ [kworker/
root     1621183  0.0  0.0      0     0 ?        I    13:44   0:00  \_ [kworker/
root     1628368  0.0  0.0      0     0 ?        I    13:52   0:00  \_ [kworker/
root     1635043  0.0  0.0      0     0 ?        I    13:59   0:00  \_ [kworker/
root     1635044  0.0  0.0      0     0 ?        I    13:59   0:00  \_ [kworker/
